Region,Date,Monitored CAP in MW,Generation / Today's Program,Generation / Today's Actual,Generation / FY YTD Program,Generation / FY YTD Actual,Coal Stock in Days,CAP under outage,Outage Date,Expected Date / Sync Date,Remarks
EASTERN,2023-10-31,43157.46,709.7899999999997,747.7699999999999,164121,159098.46999999994,,6617,,,
NORTH EASTERN,2023-10-31,4477.955,94.05999999999999,60.11000000000003,18967,13785.400000000003,,473.43000000000006,,,
BHUTAN IMP.,2023-10-31,0,26.1,7.02,5396,4839.59,,0,,,
NORTHERN,2023-11-01,73176.23000000001,865.660000000001,940.0899999999997,243408.6600000003,233370.28999999998,,16699.21,,,
WESTERN,2023-11-01,106374.48999999999,1491.9500000000005,1631.770000000001,309319.94999999984,328869.94999999995,,23720.89,,,
SOUTHERN,2023-11-01,66206.945,798.9900000000001,875.6199999999991,180354.99000000005,169661.88999999998,,14690.603999999998,,,
EASTERN,2023-11-01,43157.46,692.4000000000009,757.3700000000001,164813.40000000002,159840.76000000004,,5298.5,,,
NORTH EASTERN,2023-11-01,4477.955,65.75000000000001,61.36000000000003,19032.749999999996,13840.840000000006,,418.93,,,
BHUTAN IMP.,2023-11-01,0,22.759999999999998,7.14,5418.76,4773.1,,0,,,
NORTHERN,2023-11-02,73176.23000000001,865.660000000001,941.6399999999992,244274.32000000004,234311.93000000017,,16505.21,,,
WESTERN,2023-11-02,106374.48999999999,1491.9500000000005,1625.1800000000003,310811.89999999985,330495.1299999997,,24585.89,,,
SOUTHERN,2023-11-02,66206.945,785.9900000000001,885.8699999999994,181140.98,170547.76,,16389.803999999996,,,
EASTERN,2023-11-02,43157.46,692.4000000000009,761.7099999999996,165505.80000000016,160602.46999999997,,4597,,,
NORTH EASTERN,2023-11-02,4477.955,65.75000000000001,61.340000000000025,19098.499999999993,13902.18,,316.93,,,
BHUTAN IMP.,2023-11-02,0,22.759999999999998,6.67,5441.52,4779.77,,0,,,
NORTHERN,2023-11-03,73176.23000000001,865.660000000001,934.2800000000001,245139.98000000016,235246.20999999996,,18106.209999999985,,,
WESTERN,2023-11-03,106374.48999999999,1491.9500000000005,1638.96,312303.85000000003,332134.0900000002,,22600.89,,,
SOUTHERN,2023-11-03,66206.945,785.9900000000001,852.6300000000001,181926.9699999999,171400.38999999998,,18236.303999999996,,,
EASTERN,2023-11-03,43157.46,692.4000000000009,785.2099999999998,166198.19999999995,161387.68000000005,,4036.7,,,
NORTH EASTERN,2023-11-03,4477.955,65.53000000000002,60.72000000000001,19164.029999999995,13962.899999999998,,556.965,,,
BHUTAN IMP.,2023-11-03,0,22.759999999999998,6.33,5464.28,4786.1,,0,,,
NORTHERN,2023-11-04,73176.23000000001,865.7300000000009,930.2399999999993,246005.71000000008,236176.4500000002,,16915.209999999995,,,
WESTERN,2023-11-04,106374.48999999999,1491.9500000000005,1658.1699999999994,313795.80000000005,333792.2599999997,,22524.79,,,
SOUTHERN,2023-11-04,66206.945,783.2400000000001,797.8900000000001,182710.21000000005,172198.2799999999,,18186.303999999996,,,
EASTERN,2023-11-04,43157.46,692.4000000000009,772.9899999999996,166890.59999999995,162160.67,,4950.2,,,
NORTH EASTERN,2023-11-04,4477.955,65.75000000000001,56.610000000000014,19229.780000000002,14019.51,,616.9300000000001,,,
BHUTAN IMP.,2023-11-04,0,22.759999999999998,6.1899999999999995,5487.04,4792.29,,0,,,
NORTHERN,2023-11-05,73176.23000000001,871.5700000000011,870.1099999999992,246877.28000000006,237046.56000000003,,17310.709999999992,,,
WESTERN,2023-11-05,106374.48999999999,1491.9500000000005,1616.080000000001,315287.7499999998,335408.34,,21323.39,,,
SOUTHERN,2023-11-05,66206.945,783.2400000000001,728.8199999999998,183493.44999999995,172927.09999999995,,20989.703999999998,,,
EASTERN,2023-11-05,43157.46,692.4000000000009,725.3900000000002,167583.00000000006,162886.06,,5840.2,,,
NORTH EASTERN,2023-11-05,4477.955,64.98,57.36999999999999,19294.76,14076.880000000005,,427.93,,,
BHUTAN IMP.,2023-11-05,0,22.759999999999998,5.36,5509.8,4797.65,,0,,,
NORTHERN,2023-11-06,73176.23000000001,888.370000000001,884.0699999999995,247765.65000000023,237930.63000000018,,16360.210000000001,,,
WESTERN,2023-11-06,106374.48999999999,1491.5500000000004,1640.6699999999996,316779.30000000005,337049.0099999999,,20961.39,,,
SOUTHERN,2023-11-06,66206.945,783.2400000000001,764.9000000000001,184276.69000000006,173692,,17223.203999999998,,,
EASTERN,2023-11-06,43157.46,706.8000000000009,737.7599999999996,168289.8000000002,163623.8199999999,,5257,,,
NORTH EASTERN,2023-11-06,4477.955,65.2,57.84999999999998,19359.96,14134.729999999998,,319.93,,,
BHUTAN IMP.,2023-11-06,0,22.759999999999998,6.86,5532.5599999999995,4804.51,,0,,,
NORTHERN,2023-11-07,73176.23000000001,888.370000000001,878.6600000000002,248654.01999999987,238809.29000000012,,16854.21,,,
WESTERN,2023-11-07,106374.48999999999,1491.5500000000004,1674.1100000000006,318270.85000000003,338723.11999999994,,19770.89,,,
SOUTHERN,2023-11-07,66206.945,783.2400000000001,780.9199999999996,185059.9299999999,174472.91999999998,,19306.704,,,
EASTERN,2023-11-07,43157.46,706.8000000000009,721.9099999999994,168996.59999999992,164345.72999999995,,6837,,,
NORTH EASTERN,2023-11-07,4477.955,65.2,57.370000000000005,19425.16,14192.099999999999,,401.83000000000004,,,
BHUTAN IMP.,2023-11-07,0,22.759999999999998,10.389999999999999,5555.32,4814.900000000001,,0,,,
NORTHERN,2023-11-08,73176.23000000001,888.370000000001,913.6599999999999,249542.38999999998,239722.9500000001,,16791.21,,,
WESTERN,2023-11-08,106374.48999999999,1486.1200000000003,1675.310000000001,319756.9700000002,340398.4299999999,,21065.89,,,
SOUTHERN,2023-11-08,66206.945,783.2400000000001,777.3399999999995,185843.16999999993,175250.2599999999,,20026.354,,,
EASTERN,2023-11-08,43157.46,706.8000000000009,712.6699999999996,169703.40000000002,165058.39999999994,,6889.5,,,
NORTH EASTERN,2023-11-08,4477.955,72.07000000000001,57.29999999999999,19497.229999999996,14249.399999999998,,418.33000000000004,,,
BHUTAN IMP.,2023-11-08,0,22.759999999999998,7.3100000000000005,5578.08,4822.21,,0,,,
NORTHERN,2023-11-09,73176.23000000001,888.370000000001,899.1499999999999,250430.76000000007,240622.10000000012,,16177.210000000001,,,
WESTERN,2023-11-09,106374.48999999999,1486.1200000000003,1645.82,321243.09,342044.2499999998,,23035.89,,,
SOUTHERN,2023-11-09,66206.945,783.2400000000001,769.4100000000002,186626.40999999995,176019.67,,20211.404,,,
EASTERN,2023-11-09,43157.46,706.8000000000009,741.2400000000001,170410.2000000001,165799.63999999998,,6727,,,
NORTH EASTERN,2023-11-09,4477.955,72.34000000000002,57.19,19569.56999999999,14306.589999999998,,269.93,,,
BHUTAN IMP.,2023-11-09,0,22.759999999999998,8.57,5600.84,4830.780000000001,,0,,,
NORTHERN,2023-11-10,73176.23000000001,888.370000000001,835.9200000000002,251319.13,241458.02000000008,,17297.959999999995,,,
WESTERN,2023-11-10,106374.48999999999,1485.9000000000003,1597.2000000000003,322728.99,343641.4500000003,,24560.89,,,
SOUTHERN,2023-11-10,66206.945,790.9000000000001,747.0800000000002,187417.30999999997,176766.7500000001,,19846.404,,,
EASTERN,2023-11-10,43157.46,699.2400000000009,725.2799999999994,171109.44000000015,166524.91999999987,,5527,,,
NORTH EASTERN,2023-11-10,4477.955,72.34000000000002,53.67,19641.91000000001,14360.259999999993,,319.93,,,
BHUTAN IMP.,2023-11-10,0,22.759999999999998,5.57,5623.6,4836.35,,0,,,
NORTHERN,2023-11-11,73176.23000000001,888.8100000000011,793.7900000000005,252207.9400000001,242251.80999999997,,17345.959999999995,,,
WESTERN,2023-11-11,106374.48999999999,1492.2000000000005,1454.1299999999987,324221.19000000024,345095.5799999996,,27460.89,,,
SOUTHERN,2023-11-11,66206.945,790.9000000000001,679.4600000000003,188208.20999999996,177446.21000000002,,23001.303999999996,,,
EASTERN,2023-11-11,43157.46,699.2400000000009,690.6099999999997,171808.67999999993,167215.5299999999,,5317,,,
NORTH EASTERN,2023-11-11,4477.955,72.64000000000001,51.69,19714.55000000001,14411.949999999999,,244.43,,,
BHUTAN IMP.,2023-11-11,0,22.759999999999998,5.4399999999999995,5646.36,4841.79,,0,,,
NORTHERN,2023-11-12,73176.23000000001,888.8100000000011,743.9799999999998,253096.75000000003,242995.79000000004,,19478.959999999985,,,
WESTERN,2023-11-12,106374.48999999999,1489.5300000000004,1281.7800000000007,325710.71999999974,346377.36000000004,,31404.39,,,
SOUTHERN,2023-11-12,66206.945,790.9000000000001,607.5199999999999,188999.11000000004,178053.73000000007,,24998.803999999996,,,
EASTERN,2023-11-12,43157.46,699.2400000000009,630.6999999999998,172507.92,167846.22999999995,,5160.2,,,
NORTH EASTERN,2023-11-12,4477.955,72.64000000000001,49.99999999999998,19787.189999999995,14461.950000000004,,325.43,,,
BHUTAN IMP.,2023-11-12,0,22.759999999999998,3.1,5669.12,4844.889999999999,,0,,,
NORTHERN,2023-11-13,73176.23000000001,889.2100000000011,684.47,253985.96,243680.2600000002,,21665.359999999982,,,
WESTERN,2023-11-13,106374.48999999999,1489.7500000000005,1252.8799999999999,327200.4700000004,347630.24000000005,,32469.39,,,
SOUTHERN,2023-11-13,66206.945,790.9000000000001,609.3199999999999,189790.00999999995,178663.05000000005,,25453.904,,,
EASTERN,2023-11-13,43157.46,699.2400000000009,632.5699999999997,173207.16,168478.7999999999,,5287,,,
NORTH EASTERN,2023-11-13,4477.955,72.64000000000001,50.78,19859.83,14512.729999999998,,325.43,,,
BHUTAN IMP.,2023-11-13,0,22.759999999999998,2.4099999999999997,5691.88,4847.3,,0,,,
NORTHERN,2023-11-14,73176.23000000001,897.6800000000011,727.8500000000004,254883.63999999996,244408.1100000002,,21918.95999999998,,,
WESTERN,2023-11-14,106374.48999999999,1489.7500000000005,1309.5000000000014,328690.2199999999,348939.7399999999,,34204.39,,,
SOUTHERN,2023-11-14,66206.945,790.9000000000001,664.6299999999998,190580.91000000003,179327.68000000002,,24762.104,,,
EASTERN,2023-11-14,43157.46,699.2400000000009,676.7800000000001,173906.40000000002,169155.57999999996,,6490.2,,,
NORTH EASTERN,2023-11-14,4477.955,72.64000000000001,51.050000000000004,19932.469999999994,14563.780000000002,,336.46500000000003,,,
BHUTAN IMP.,2023-11-14,0,22.759999999999998,4.5,5714.639999999999,4851.8,,0,,,
NORTHERN,2023-11-15,73176.23000000001,897.470000000001,763.0199999999995,255781.11,245171.13000000018,,21391.95999999998,,,
WESTERN,2023-11-15,106374.48999999999,1489.7500000000005,1332.3900000000008,330179.97000000015,350272.13000000006,,33466.89,,,
SOUTHERN,2023-11-15,66206.945,777.83,698.3100000000003,191358.74000000005,180025.98999999996,,22606.303999999996,,,
EASTERN,2023-11-15,43157.46,674.7400000000008,692.5799999999999,174581.1399999999,169848.15999999986,,5767,,,
NORTH EASTERN,2023-11-15,4477.955,72.64000000000001,51.7,20005.109999999997,14615.479999999994,,336.46500000000003,,,
BHUTAN IMP.,2023-11-15,0,22.759999999999998,5.46,5737.4,4857.26,,0,,,
NORTHERN,2023-11-16,73176.23000000001,892.470000000001,807.9300000000001,256673.57999999993,245979.0600000002,,19272.959999999985,,,
WESTERN,2023-11-16,106374.48999999999,1488.3600000000006,1375.0000000000002,331668.3300000002,351647.13000000024,,34004.39,,,
SOUTHERN,2023-11-16,66206.945,773.22,727.6199999999998,192131.9600000001,180753.60999999996,,21735.104,,,
EASTERN,2023-11-16,43157.46,669.8100000000007,706.5599999999998,175250.9499999999,170554.71999999994,,5267,,,
NORTH EASTERN,2023-11-16,4477.955,72.64000000000001,51.2,20077.749999999996,14666.680000000004,,336.43,,,
BHUTAN IMP.,2023-11-16,0,22.759999999999998,4.86,5760.16,4862.12,,0,,,
NORTHERN,2023-11-17,73176.23000000001,888.720000000001,816.7300000000004,257562.30000000016,246795.78999999992,,20009.769999999986,,,
WESTERN,2023-11-17,106374.48999999999,1488.3600000000006,1430.9100000000003,333156.6899999999,353078.03999999975,,31443.39,,,
SOUTHERN,2023-11-17,66206.945,776.08,746.6799999999998,192908.04000000012,181500.28999999998,,20448.104,,,
EASTERN,2023-11-17,43157.46,669.8100000000007,718.8000000000001,175920.75999999983,171273.51999999993,,5307,,,
NORTH EASTERN,2023-11-17,4477.955,72.64000000000001,51.32999999999999,20150.389999999996,14718.010000000002,,550.9300000000001,,,
BHUTAN IMP.,2023-11-17,0,22.759999999999998,4.53,5782.92,4866.65,,0,,,
NORTHERN,2023-11-18,73176.23000000001,877.9300000000011,816.1199999999998,258440.23000000007,247611.91000000012,,21529.959999999985,,,
WESTERN,2023-11-18,106374.48999999999,1488.3600000000006,1483.6599999999999,334645.04999999993,354561.7000000002,,30822.39,,,
SOUTHERN,2023-11-18,66206.945,776.08,769.0000000000003,193684.12000000002,182269.28999999998,,20488.304,,,
EASTERN,2023-11-18,43157.46,669.8100000000007,751.9700000000003,176590.5700000001,172025.49000000005,,4727,,,
NORTH EASTERN,2023-11-18,4477.955,72.64000000000001,54.360000000000014,20223.02999999999,14772.370000000008,,255.465,,,
BHUTAN IMP.,2023-11-18,0,22.759999999999998,4.52,5805.68,4871.17,,0,,,
NORTHERN,2023-11-19,73176.23000000001,877.9000000000011,782.4799999999996,259318.13,248394.38999999996,,20274.959999999985,,,
WESTERN,2023-11-19,106374.48999999999,1488.3600000000006,1436.480000000001,336133.40999999986,355998.17999999993,,29721.39,,,
SOUTHERN,2023-11-19,66206.945,776.08,730.6399999999998,194460.20000000007,182999.9299999999,,21155.004,,,
EASTERN,2023-11-19,43157.46,669.8100000000007,741.6400000000002,177260.37999999995,172767.12999999998,,4730.2,,,
NORTH EASTERN,2023-11-19,4477.955,72.64000000000001,51.48000000000002,20295.66999999999,14823.849999999999,,225.465,,,
BHUTAN IMP.,2023-11-19,0,22.759999999999998,4.49,5828.44,4875.66,,0,,,
NORTHERN,2023-11-20,73176.23000000001,867.9000000000011,802.3299999999999,260186.03,249196.7200000001,,19712.209999999985,,,
WESTERN,2023-11-20,106374.48999999999,1488.3600000000006,1492.7500000000007,337621.7700000002,357490.92999999976,,28578.89,,,
SOUTHERN,2023-11-20,66206.945,786.08,758.2199999999998,195246.28000000006,183758.15000000002,,20310.804,,,
EASTERN,2023-11-20,43157.46,669.8100000000007,732.5899999999998,177930.18999999992,173499.71999999988,,4767,,,
NORTH EASTERN,2023-11-20,4477.955,72.64000000000001,51.86999999999999,20368.310000000005,14875.720000000001,,255.465,,,
BHUTAN IMP.,2023-11-20,0,22.759999999999998,4.48,5851.2,4880.139999999999,,0,,,
NORTHERN,2023-11-21,73176.23000000001,867.9000000000011,838.2899999999998,261053.93000000002,250035.0099999999,,19340.709999999985,,,
WESTERN,2023-11-21,106374.48999999999,1488.3600000000006,1532.2800000000016,339110.1300000003,359023.2099999999,,26658.89,,,
SOUTHERN,2023-11-21,66206.945,772.83,774.6700000000006,196019.11000000002,184532.81999999995,,20315.404,,,
EASTERN,2023-11-21,43157.46,669.8100000000007,737.3799999999995,178600.00000000003,174237.09999999992,,6360.2,,,
NORTH EASTERN,2023-11-21,4477.955,72.64000000000001,53.089999999999996,20440.94999999999,14928.809999999998,,262.665,,,
BHUTAN IMP.,2023-11-21,0,22.759999999999998,4.23,5873.96,4884.37,,0,,,
NORTHERN,2023-11-22,73176.23000000001,876.9000000000011,863.6800000000001,261930.83000000013,250898.6900000002,,19094.209999999985,,,
